CpGmarker,chr:coord_hg19,RNA_seq_ENCFF754LBN,RNA_seq_ENCFF398HDS
cg19413110,chr1:145470355,0.038706757831956234,0.023650377514367958
cg19420968,chr1:32084964,0.03342311689049526,
cg19432434,chr1:115323269,0.42723148528966703,0.015167187521001324
cg19451466,chr1:162467441,0.010928446757019435,0.5116097116044589
cg19490266,chr1:153949898,3.1906806759703485,
cg19514928,chr1:95583636,,0.007734788726018348
cg19521927,chr1:20395367,,0.0027699999045580626
cg19524049,chr1:36023720,,0.033183156360751045
cg19526600,chr1:54360115,0.011045735520415212,
cg19532954,chr1:23886409,,0.012309346378482635
cg19552482,chr1:43312486,,0.0027699999045580626
cg19560210,chr1:230513337,,
cg19560758,chr1:8086721,,
cg19570545,chr1:201252472,,
cg19572947,chr1:182808556,0.006699675488063192,3.560988691873693
cg19580810,chr1:156031182,,0.0031671427589442048
cg19584957,chr1:1114579,,
cg19589427,chr1:173019720,0.015921922062533605,
cg19591881,chr1:208084640,0.005549999885261059,
cg19632206,chr1:190446756,0.0027699999045580626,
cg19652869,chr1:211751907,0.8837439896459889,0.012296323241230702
cg19657082,chr1:40724061,,0.168105211461943
cg19675684,chr1:39456578,0.005549999885261059,0.0027699999045580626
cg19676312,chr1:201951586,,0.3248515631639748
cg19685066,chr1:18082003,,
cg19695867,chr1:109585390,,
cg19703628,chr1:151371944,0.008672850644763778,1.0474260239596895
cg19713196,chr1:201368390,,0.007329795906339221
cg19744131,chr1:150980805,0.01973325520746641,0.19569283044295369
cg19763281,chr1:31662035,,
cg19784449,chr1:27816456,0.2515017960517855,
cg19789505,chr1:228394509,,0.009069136963202263
cg19791253,chr1:203595809,,0.07236197864559583
cg19797376,chr1:47695475,0.0029455788507077255,
cg19814116,chr1:6086448,0.01576009961310774,0.2965084544784782
cg19840532,chr1:59012661,,0.030616167787682974
cg19853494,chr1:169680613,2.135725395570502,0.006523564290762464
cg19869139,chr1:29138077,,
cg19884658,chr1:6664268,0.0027699999045580626,0.016244354868127454
cg19894943,chr1:52499579,0.1268945887006652,0.008320000022649765
cg19896198,chr1:12123262,,
cg19903333,chr1:44441367,,0.39982860399749215
cg19918758,chr1:108508113,0.0409687777395892,0.02506052090029698
cg19921776,chr1:184724497,0.016809294787994564,0.018269317896890458
cg19945840,chr1:1168036,,0.1450251073035742
cg19976011,chr1:87380779,0.00973638691293606,0.13037421467465504
cg19976467,chr1:20126168,0.03875134841808559,
cg19979773,chr1:27702651,,
cg19987219,chr1:47016749,,
cg20022511,chr1:948740,0.012697532164904943,0.6864462305354525
cg20025656,chr1:229570230,0.008298188997945917,0.0027699999045580626
cg20030671,chr1:224301701,0.008278861406747953,0.25049767981097104
cg20059151,chr1:95286311,,
cg20066612,chr1:160050948,0.010195531975477934,
cg20097268,chr1:110950612,0.0027699999045580626,0.029536658159440888
cg20103201,chr1:2458021,0.30637090209694134,0.005549999885261059
cg20112035,chr1:212965051,0.36492230361595535,0.06434782633584911
cg20125091,chr1:92952641,0.006992173917672556,0.009989565244586173
cg20133313,chr1:202936090,0.22230632726473695,
cg20166532,chr1:101702782,0.012148592852524476,0.6452648896826175
cg20172280,chr1:161993542,0.005549999885261059,
cg20202438,chr1:11907986,,0.004971057210437593
cg20271396,chr1:184020713,0.007780691778650449,0.10967404775631924
cg20289988,chr1:61547758,0.005549999885261059,
cg20315136,chr1:192777870,0.18429305412718888,0.008265049526431036
cg20342082,chr1:228003402,,
cg20345978,chr1:26798271,0.03181298060701065,0.0242859098869852
cg20375554,chr1:155948129,0.4069439635822257,0.025525037034361292
cg20375690,chr1:15478898,0.01774413092608428,0.01664000004529953
cg20395940,chr1:231115087,,0.015166892603665884
cg20401181,chr1:101361718,0.036826657983671844,1.0301478210984185
cg20404387,chr1:20879296,,
cg20406878,chr1:199996237,,
cg20437604,chr1:150954554,,
cg20492121,chr1:182361258,0.007623601541065185,0.014530660140872845
cg20492869,chr1:222763419,0.013519375017494895,0.014366836717897126
cg20495040,chr1:155107961,0.013438029934134232,0.02943809210251157
cg20507276,chr1:248100600,0.005549999885261059,0.048686184014595506
cg20525378,chr1:172501430,0.06760880996862167,
cg20535085,chr1:160616604,0.2522343134419282,0.022641195759800562
cg20538819,chr1:214724805,,0.0109341803586996
cg20579480,chr1:183622007,0.0064141452272669375,0.009177329575653526
cg20582779,chr1:222721375,,
cg20615951,chr1:246730188,0.03781071837292984,0.032267780245242274
cg20618842,chr1:114521572,,0.15503541209695493
cg20623943,chr1:47799834,0.01105403570176409,0.5371744089388483
cg20625138,chr1:7913667,0.021846037544749397,
cg20629097,chr1:242011587,,0.013751750097920496
cg20645065,chr1:21836138,,
cg20648108,chr1:112939192,,0.022732407686278773
cg20651453,chr1:27693398,0.01686007933717014,
cg20661303,chr1:226129561,,
cg20664247,chr1:2345475,,0.01572009974607543
cg20676475,chr1:152552494,,
cg20695562,chr1:78225636,0.261028198223259,0.007461587297877977
cg20713492,chr1:154293482,,0.04681293568317565
cg20739510,chr1:10534809,,
cg20755353,chr1:1510883,,0.05383785493774084
cg20757758,chr1:42922000,0.03254730728339161,0.07708852808513769
cg20758803,chr1:113933172,,0.0218674321918484
cg20793071,chr1:54520450,,0.02300773053940971
cg20802392,chr1:150780684,0.11986952604542479,0.005549999885261059
cg20803370,chr1:161136162,0.0699170330081577,0.0760640473218657
cg20847746,chr1:153600865,0.04901265288342019,
cg20854748,chr1:151170914,0.008320000022649765,0.08278788155944918
cg20858526,chr1:15765065,0.0027699999045580626,0.0191865217664441
cg20859470,chr1:153963593,0.028046441670118664,9.707637355809199
cg20867633,chr1:204183116,,
cg20876010,chr1:64971752,,0.015314461226360156
cg20885089,chr1:110162701,0.008105469218825975,0.7606729918956162
cg20900524,chr1:40563271,0.010437243519565808,
cg20903926,chr1:55271677,0.00829632480780029,0.010559374958657745
cg20951444,chr1:33337112,,0.0027699999045580626
cg20953047,chr1:207120022,,
cg20956373,chr1:22109557,0.5581310902806845,0.020831865162426043
cg20969242,chr1:155827044,0.20919776502859724,0.0027699999045580626
cg20975478,chr1:44457319,,0.01697678765225591
cg20977411,chr1:154909454,0.04825812989051577,0.0027699999045580626
cg20994801,chr1:9711398,0.008320000022649765,
cg21032203,chr1:71546840,0.39428694697194977,0.0027699999045580626
cg21038964,chr1:155113214,,
cg21039631,chr1:117112854,0.4263289024184767,0.04134895240056544
cg21045388,chr1:15428172,,
cg21047206,chr1:145076221,0.005605399888008833,
cg21052164,chr1:154539977,,
cg21057046,chr1:19970204,0.007468242874460473,
cg21076470,chr1:174992744,0.022132908802648836,0.025761522631619484
cg21092462,chr1:211307761,,
cg21093060,chr1:32644693,0.01783010452322623,0.01952713114575895
cg21099221,chr1:11120574,0.01664000004529953,0.004297747641701151
cg21137823,chr1:1981270,0.005549999885261059,0.0027699999045580626
cg21151355,chr1:35246607,,
cg21172540,chr1:32827840,0.19328588544579217,
cg21182322,chr1:167189623,0.017300595956434704,
cg21183846,chr1:171283203,0.011090000160038471,0.06282875116085052
cg21187265,chr1:26127185,,0.015211847814920264
cg21198021,chr1:33841581,,0.019163167638943927
cg21211748,chr1:23858035,,0.0027699999045580626
cg21223353,chr1:11249539,0.04192274264025123,
cg21243909,chr1:17766223,0.24689382483728795,
cg21248774,chr1:35658951,0.036098096105787486,0.03188082259647697
cg21257635,chr1:25558918,0.25047465470651614,0.03008484820637739
cg21261477,chr1:227127707,0.11383748894994274,0.014360969858383065
cg21279955,chr1:153747551,0.00795850242321618,0.006754835150733372
cg21280510,chr1:40137089,0.008320000022649765,
cg21303386,chr1:241520311,0.00816588237154255,
cg21312148,chr1:152636074,,
cg21332946,chr1:145476871,0.03033660737373218,0.012716571507709367
cg21365602,chr1:89664407,0.2553051607660076,0.017324855915220923
cg21376883,chr1:236850232,,0.005549999885261059
cg21379008,chr1:154297555,,0.01442076242923484
cg21379816,chr1:11119628,0.01661257430136499,
cg21401794,chr1:90099060,0.03397766327067653,0.6834737657014271
cg21409833,chr1:63062724,0.005536237509118965,
cg21430666,chr1:228613073,,
cg21431091,chr1:201124025,0.005549999885261059,
cg21434954,chr1:152783137,,0.008320000022649765
cg21438018,chr1:76262537,,0.03458548609650417
cg21452766,chr1:70877088,,0.07853106855066451
cg21475402,chr1:156612140,,
cg21476940,chr1:160854954,0.016412328801130596,
cg21478222,chr1:205601572,,0.03591020223684609
cg21478437,chr1:206317403,,
cg21488617,chr1:38022586,,
cg21515744,chr1:228327456,0.03181705856197738,
cg21539243,chr1:114301432,0.056285610773189554,
cg21578207,chr1:44870088,,
cg21581873,chr1:204329307,,
cg21589280,chr1:85930151,,
cg21615127,chr1:20126875,0.025348064384513324,0.02521192612246089
cg21660130,chr1:16370243,,
cg21680178,chr1:27226860,0.2078813538990087,0.03048871768548278
cg21682382,chr1:32538052,,0.0050204053514863595
cg21713812,chr1:32480195,0.016177097690212378,0.1369786535545329
cg21715963,chr1:150254838,0.019320644423245423,0.026847726580771534
cg21728447,chr1:19229118,0.01831506397235387,
cg21731286,chr1:19186805,,
cg21754343,chr1:152658797,,
cg21808053,chr1:68513063,,
cg21824902,chr1:27560832,0.011090000160038471,0.0027699999045580626
cg21832150,chr1:902025,0.017744135114196268,0.012715026642255644
cg21838334,chr1:156646653,,
cg21846488,chr1:152680843,0.005549999885261059,
cg21849289,chr1:53686523,0.005549999885261059,0.02132927680485638
cg21852292,chr1:220863407,0.0027699999045580626,
cg21870884,chr1:200842429,,0.02650667932587412
cg21877855,chr1:63989125,0.010559574601815102,0.1400772130749745
cg21906716,chr1:3579978,,
cg21921474,chr1:27287181,,0.005549999885261059
cg21926138,chr1:111889420,0.0027699999045580626,0.019896832803389674
cg21927975,chr1:6320757,0.0039124656500524446,0.007552499986706754
cg21942576,chr1:46126885,1.1165390784905624,
cg21943652,chr1:114472049,0.23809885384138682,0.3926148386277314
cg21948655,chr1:152849738,,
cg21968580,chr1:78470640,0.011090000160038471,0.5205936373183222
cg21991396,chr1:247581417,0.005889110343582197,9.440063816204928
cg22005565,chr1:41487437,,0.056555735258538825
cg22035229,chr1:76262648,,0.036970922386649986
cg22054164,chr1:21617504,0.10616917666651661,0.08760728199322919
cg22068764,chr1:170501645,0.005549999885261059,0.027096408909358587
cg22077553,chr1:171621732,,0.0027699999045580626
cg22126266,chr1:180199560,,
cg22129364,chr1:53067894,,0.16131731835988963
cg22130834,chr1:55267046,0.013954095634696212,
cg22165507,chr1:165601007,0.005781860362608419,0.011548753073578352
cg22181664,chr1:86934325,0.012208604881929796,
cg22189725,chr1:33546525,0.006732450536794578,
cg22193702,chr1:17531433,0.0027699999045580626,0.013869999907910824
cg22197787,chr1:211306986,,
cg22198425,chr1:24070203,,0.21323064766926436
cg22209624,chr1:210406738,,
cg22220722,chr1:20306641,,
cg22226839,chr1:203596051,,0.28439197037136765
cg22233974,chr1:39546511,,
cg22234962,chr1:155291297,0.007802032517284397,0.011090000160038471
cg22236626,chr1:212606819,,0.016770926551125682
cg22258437,chr1:23886007,1.3675426011539848,0.013037499925121664
cg22262549,chr1:145610689,0.22416381499825272,
cg22269795,chr1:15735965,0.04488116065372846,0.009057798013817349
cg22283058,chr1:202091175,0.011090000160038471,
cg22320000,chr1:245027629,2.9721602189198992,0.009848756270502438
cg22325572,chr1:111416181,0.011194578665325711,2.665665281681051
cg22335801,chr1:1149091,0.11500758100695853,0.009737350769452195
cg22341104,chr1:92952261,0.009506280712881371,0.009010000096168369
cg22367970,chr1:155826954,0.1576358077608837,0.0027699999045580626
cg22377142,chr1:156265275,0.1554614612695355,
cg22395192,chr1:27339435,,0.01384247515793189
cg22397854,chr1:36916501,0.016238956016499596,0.02528072291115334
cg22421699,chr1:28261367,,
cg22421766,chr1:1217658,,0.022831381012773728
cg22424108,chr1:95285531,,
cg22424746,chr1:117753313,,
cg22436229,chr1:26437241,0.007428505725559147,
cg22477971,chr1:22984594,,
cg22571530,chr1:204797929,,
cg22572159,chr1:115880646,,
cg22577136,chr1:206644165,0.005494950380692682,0.14777077898963706
cg22585988,chr1:161059327,0.006147076819951718,0.004753961262702582
cg22601917,chr1:9294274,0.0076063965536997385,0.009386693021121223
cg22605643,chr1:163039012,,
cg22614355,chr1:19991237,,0.006357477385307419
cg22637834,chr1:244007281,0.26880418984892956,
cg22646710,chr1:114696798,,0.008320000022649765
cg22647018,chr1:230849519,,
cg22650146,chr1:221915355,1.467868208290633,0.0027699999045580626
cg22663080,chr1:94375517,0.008320000022649765,0.013869999907910824
cg22718139,chr1:120311439,,0.01052547365819153
cg22736107,chr1:151371972,0.008680984411639562,1.0556798726135235
cg22737001,chr1:25257029,0.028754243987861933,0.0722130174049527
cg22740835,chr1:162602559,,0.024148768960283354
cg22748573,chr1:41327924,0.32026176823309094,0.005549999885261059
cg22760576,chr1:28415004,0.12187386582607863,
cg22762951,chr1:224518104,,0.010744570240603935
cg22796458,chr1:156022836,0.0294866217887054,0.011090000160038471
cg22805308,chr1:6579915,0.014452996686501398,
cg22807700,chr1:94345672,,0.007727950840012827
cg22813220,chr1:54519286,0.026925164331712634,0.03635331993519144
cg22815110,chr1:63788933,,
cg22815214,chr1:201083145,0.0055194504349236635,
cg22827524,chr1:222910746,,0.047592580568806456
cg22827640,chr1:40157125,0.060339047981356426,0.005494950380692682
cg22844623,chr1:228336130,,0.5087773566717222
cg22855405,chr1:32042037,,
cg22857957,chr1:146697082,0.029127827492253535,0.011090000160038471
cg22879289,chr1:236237743,,
cg22901840,chr1:68512777,,
cg22920538,chr1:45476463,0.12027715745049894,0.008538617482108454
cg22927043,chr1:11919699,,
cg22930187,chr1:44398959,,
cg22939715,chr1:155225375,0.011986245228141774,
cg22949637,chr1:109234813,0.03152057340431336,0.3254980219548548
cg22968727,chr1:24018140,0.018770404414019802,3.4590012623342656
cg22983885,chr1:24104423,0.06920483823113162,0.0027699999045580626
cg22997415,chr1:111971020,0.07843713209200233,
cg23001650,chr1:44444603,,0.0027699999045580626
cg23004625,chr1:160002365,,0.0027699999045580626
cg23018891,chr1:115124407,0.6456449336626313,0.013600679521349449
cg23036555,chr1:10458832,0.013869999907910824,
cg23051655,chr1:169862721,0.0659460274535428,0.004895882242742707
cg23054437,chr1:220921306,,
cg23060239,chr1:155294612,0.005494950380692682,0.03690019492302636
cg23061257,chr1:54355272,0.0990858937974178,
cg23062876,chr1:100715467,0.14153775584716827,
cg23064554,chr1:15764095,0.0027699999045580626,0.06282512665853887
cg23078294,chr1:114355137,0.04685473920829804,0.050162205842378384
cg23082632,chr1:161146978,0.1105391526794493,0.014223017015269604
cg23106864,chr1:100598378,0.026915461183212086,0.005549999885261059
cg23131777,chr1:120438925,,
cg23141333,chr1:115212619,0.0323657808767166,
cg23142964,chr1:85156566,,0.011337889999219584
cg23150609,chr1:33283992,0.011090000160038471,0.029418752937487087
cg23154272,chr1:154966068,,0.00477563015658784
cg23166289,chr1:210001082,0.009963315807429976,
cg23207616,chr1:2322827,0.026811661866137024,
cg23213217,chr1:224370155,0.017862112274428302,
cg23213688,chr1:231473791,0.06530632592197931,0.19596947783463484
cg23221122,chr1:221915794,0.17860316702552567,0.31672788538770486
cg23226134,chr1:11866389,0.006232658970422742,0.09185613781622011
cg23228178,chr1:17633681,,
cg23258063,chr1:169863210,0.031129457891936385,0.008400104962548442
cg23273333,chr1:217262889,,
cg23282674,chr1:207039302,0.008320000022649765,
cg23283495,chr1:209979779,,
cg23286660,chr1:11995090,,0.020974777665429024
cg23299127,chr1:27693341,0.015284724900511042,
cg23301687,chr1:112162068,0.020530088549166655,
cg23320056,chr1:155948742,0.054578229422655486,0.05110234991880134
cg23323671,chr1:26233623,,
cg23323711,chr1:6259145,0.1475659354852322,
cg23326301,chr1:120439812,,
cg23335946,chr1:185125966,0.13253204427204301,0.026466832900921493
cg23352747,chr1:21835436,,
cg23355725,chr1:12079976,,
cg23376526,chr1:153748118,0.009673578929352132,0.1807686282424001
cg23414387,chr1:47264866,,
cg23440155,chr1:47264601,,
cg23441167,chr1:84971866,0.20559513726111436,0.004676900278240772
cg23451311,chr1:44679275,,0.1678984499793794
cg23489497,chr1:27216793,0.27135595941261165,0.011336249962914735
cg23492043,chr1:177134266,,0.005522475132976871
cg23495059,chr1:39324743,0.02886491223816711,0.008320000022649765
cg23499956,chr1:153584920,,
cg23506842,chr1:202130920,0.0027699999045580626,
cg23507131,chr1:159174156,,
cg23520347,chr1:206730839,0.028936763439791905,5.11369526193029
cg23523368,chr1:115238494,0.008320000022649765,
cg23534142,chr1:212739113,,0.008180503162362103
cg23540651,chr1:89490034,0.009250526340972436,0.005549999885261059
cg23543604,chr1:28969705,0.1434399066226823,0.02448834804818034
cg23574449,chr1:23857223,0.04802301734962198,
cg23609672,chr1:203144862,,
cg23612220,chr1:151129298,0.0027699999045580626,0.19651864308082026
cg23625458,chr1:19600141,0.005652592481217451,
cg23637943,chr1:109969159,0.7625681280831594,0.01369215790672522
cg23652939,chr1:27649000,,0.20370037407797767
cg23665568,chr1:85745053,,0.013743241056361316
cg23687186,chr1:201798214,0.015368110647481358,0.1838077441448482
cg23696949,chr1:183155644,,
cg23698287,chr1:32758300,,0.005309627605651683
cg23706211,chr1:109792854,,0.035947231849901694
cg23707905,chr1:104096621,,0.19179194416860096
cg23731764,chr1:11159769,0.3873978421603703,0.005549999885261059
cg23735442,chr1:183441292,0.010947934452627525,0.021958364304466706
cg23744433,chr1:67390759,0.005549999885261059,0.036400853980426924
cg23746359,chr1:113261764,,
cg23749046,chr1:110082924,,0.0076343564242862235
cg23762517,chr1:42384310,0.04006907694561969,0.005549999885261059
cg23780947,chr1:54304852,0.01003518763535462,
cg23786576,chr1:47133596,0.08372733125719178,
cg23799313,chr1:26198360,0.010266914509312981,
cg23807009,chr1:204485655,0.01664000004529953,0.31472351636849066
cg23828212,chr1:117910371,,1.1082122956130867
