CpGmarker,chr,pos
cg09730836,chr5,111496633
cg09745307,chr5,35048945
cg09759260,chr5,52285480
cg09786257,chr5,95768695
cg09825414,chr5,149736690
cg09868597,chr5,112849442
cg09873510,chr5,65016588
cg09893305,chr5,83017184
cg09952204,chr5,80256664
cg09985635,chr5,141258958
cg10038259,chr5,177631514
cg10082991,chr5,175964280
cg10180697,chr5,79948941
cg10215884,chr5,87564247
cg10257049,chr5,154230308
cg10300154,chr5,7870577
cg10303842,chr5,22853730
cg10328462,chr5,148724862
cg10331779,chr5,11904811
cg10345936,chr5,150727812
cg10414058,chr5,141017903
cg10458581,chr5,132202244
cg10506318,chr5,60239580
cg10534672,chr5,159797275
cg10575841,chr5,114961393
cg10627136,chr5,130500762
cg10660256,chr5,78407683
cg10681725,chr5,81574453
cg10693071,chr5,114516422
cg10730712,chr5,178017827
cg10731022,chr5,139927252
cg10752753,chr5,33984930
cg10757144,chr5,140625237
cg10833576,chr5,72861749
cg10837843,chr5,172199244
cg10850119,chr5,41925229
cg10887021,chr5,140474145
cg10919204,chr5,31193340
cg10994379,chr5,35939420
cg11011938,chr5,9545976
cg11042320,chr5,149534497
cg11044823,chr5,64858848
cg11049298,chr5,137089619
cg11062095,chr5,133304652
cg11064797,chr5,141016628
cg11136562,chr5,141061285
cg11151820,chr5,10250162
cg11212312,chr5,131395683
cg11234457,chr5,121187547
cg11285003,chr5,45696592
cg11313997,chr5,177027589
cg11316784,chr5,176560594
cg11360149,chr5,180581315
cg11368643,chr5,140625059
cg11391732,chr5,53751919
cg11394785,chr5,179221090
cg11487705,chr5,41870746
cg11538128,chr5,178487481
cg11572744,chr5,146832933
cg11647681,chr5,140810161
cg11649654,chr5,60240952
cg11706163,chr5,39364495
cg11769360,chr5,96215016
cg11809091,chr5,140552105
cg11882252,chr5,10307634
cg11897314,chr5,119799832
cg11905589,chr5,138677334
cg11960393,chr5,121414172
cg11976616,chr5,41213172
cg12026956,chr5,72112008
cg12032116,chr5,118406562
cg12095491,chr5,96032006
cg12145907,chr5,140864834
cg12238343,chr5,33936402
cg12241297,chr5,137090407
cg12332316,chr5,176836472
cg12346515,chr5,34008431
cg12346881,chr5,150283885
cg12460105,chr5,68665773
cg12491659,chr5,57786356
cg12576844,chr5,132207512
cg12628956,chr5,94982685
cg12629325,chr5,140306458
cg12663253,chr5,67522532
cg12676081,chr5,96518721
cg12727795,chr5,149535695
cg12832649,chr5,136834863
cg12833011,chr5,169930535
cg12845808,chr5,141338604
cg12864235,chr5,27038782
cg12880658,chr5,115152386
cg12893143,chr5,176237996
cg12928668,chr5,115910729
cg12936220,chr5,172385477
cg12990410,chr5,140501117
cg13112511,chr5,58882753
cg13202751,chr5,1446443
cg13214422,chr5,150040606
cg13237906,chr5,149340052
cg13259290,chr5,131408382
cg13320626,chr5,100238655
cg13326338,chr5,138463619
cg13349425,chr5,134783075
cg13352495,chr5,54529851
cg13404558,chr5,168006306
cg13438543,chr5,77071525
cg13466487,chr5,10309051
cg13490971,chr5,141488121
cg13500819,chr5,138725400
cg13560436,chr5,56248587
cg13576061,chr5,55291172
cg13581941,chr5,137548929
cg13590277,chr5,150019496
cg13689073,chr5,154093260
cg13701109,chr5,128795472
cg13703437,chr5,39219698
cg13707560,chr5,137474700
cg13755535,chr5,176778859
cg13778073,chr5,132387814
cg13793354,chr5,70882903
cg13842648,chr5,135231526
cg13847070,chr5,137071523
cg13849825,chr5,68461940
cg13859216,chr5,137910711
cg13927251,chr5,180077359
cg13954292,chr5,32445523
cg13958614,chr5,72744196
cg14011639,chr5,140797234
cg14012294,chr5,72794041
cg14039952,chr5,170815461
cg14104257,chr5,150827447
cg14119774,chr5,76788060
cg14181459,chr5,135468353
cg14189614,chr5,33984660
cg14196790,chr5,131705035
cg14225544,chr5,57755798
cg14319409,chr5,151304409
cg14345676,chr5,175109098
cg14376424,chr5,156592780
cg14446808,chr5,179233589
cg14452392,chr5,86708659
cg14600885,chr5,150040280
cg14606768,chr5,39365815
cg14613972,chr5,81267578
cg14645481,chr5,130501199
cg14654926,chr5,44388688
cg14700821,chr5,64777802
cg14709481,chr5,176325836
cg14722162,chr5,134783186
cg14784788,chr5,137667435
cg14787704,chr5,65449380
cg14818279,chr5,148442554
cg14865516,chr5,43557751
cg14873135,chr5,33440653
cg14874121,chr5,118788291
cg14880800,chr5,13945990
cg14908548,chr5,179159589
cg14966252,chr5,16466459
cg14993293,chr5,89705579
cg15003158,chr5,68628431
cg15034135,chr5,128796168
cg15037004,chr5,71803938
cg15089387,chr5,110406661
cg15128898,chr5,35618029
cg15165084,chr5,125759291
cg15175266,chr5,22854704
cg15223781,chr5,108083895
cg15230273,chr5,107006413
cg15234096,chr5,96479253
cg15241708,chr5,179920582
cg15260250,chr5,115177504
cg15269294,chr5,37371053
cg15361590,chr5,140864701
cg15415509,chr5,148205614
cg15437432,chr5,177018986
cg15442702,chr5,176514253
cg15452204,chr5,149546471
cg15453943,chr5,104434827
cg15467759,chr5,149900327
cg15489294,chr5,115297853
cg15512961,chr5,150537567
cg15516226,chr5,180467519
cg15518950,chr5,72415770
cg15537433,chr5,140027092
cg15563057,chr5,139493612
cg15619794,chr5,131880649
cg15658426,chr5,114631545
cg15664067,chr5,86564490
cg15674997,chr5,178421314
cg15676241,chr5,52285231
cg15699524,chr5,170845610
cg15739437,chr5,110407538
cg15790852,chr5,179921704
cg15827031,chr5,37371628
cg15841415,chr5,36606520
cg15851800,chr5,126853405
cg15852891,chr5,76934946
cg15873715,chr5,39425138
cg15929201,chr5,31531945
cg15947959,chr5,172261155
cg15972617,chr5,150632662
cg16112129,chr5,174870968
cg16161425,chr5,79950956
cg16188038,chr5,16465766
cg16250754,chr5,40841579
cg16268429,chr5,36242136
cg16297030,chr5,35047946
cg16298264,chr5,89770699
cg16361890,chr5,179220545
cg16382322,chr5,141061902
cg16421589,chr5,168006761
cg16434306,chr5,32788128
cg16434546,chr5,64063849
cg16494477,chr5,170847251
cg16545105,chr5,76248749
cg16581199,chr5,112770721
cg16582174,chr5,157286420
cg16585682,chr5,180017623
cg16609957,chr5,132161867
cg16738336,chr5,54603429
cg16746462,chr5,96270438
cg16773899,chr5,83680326
cg16786458,chr5,149108820
cg16793150,chr5,71616026
cg16802646,chr5,167718483
cg16928795,chr5,60240817
cg16949889,chr5,140053460
cg16957313,chr5,172199661
cg16983159,chr5,138862441
cg16993440,chr5,80597283
cg17020834,chr5,152870258
cg17034082,chr5,153418793
cg17067942,chr5,134209275
cg17108383,chr5,140867724
cg17127769,chr5,169724590
cg17166338,chr5,1295969
cg17225169,chr5,108719403
cg17304433,chr5,172261515
cg17307280,chr5,174871636
cg17329249,chr5,162930325
cg17342759,chr5,146461855
cg17357865,chr5,158690500
cg17397493,chr5,35231272
cg17416146,chr5,139927242
cg17425616,chr5,122110491
cg17429424,chr5,172197911
cg17446142,chr5,132201483
cg17484237,chr5,156536107
cg17491456,chr5,39424524
cg17522249,chr5,96144101
cg17714794,chr5,172571566
cg17751569,chr5,66493908
cg17751867,chr5,32173610
cg17758148,chr5,78573641
cg17788013,chr5,147443252
cg17820459,chr5,150400531
cg17830308,chr5,134872124
cg17983064,chr5,131396357
cg18042806,chr5,177659971
cg18089852,chr5,76507050
cg18110483,chr5,79330959
cg18219951,chr5,161494810
cg18240496,chr5,77655777
cg18287975,chr5,88178977
cg18359921,chr5,70883173
cg18370979,chr5,93411837
cg18482268,chr5,145718965
cg18525740,chr5,176449647
cg18546419,chr5,176433891
cg18587018,chr5,156569965
cg18602314,chr5,179780802
cg18646457,chr5,43313656
cg18741962,chr5,64920682
cg18752880,chr5,34043509
cg18805835,chr5,138775054
cg18824775,chr5,176731107
cg18840461,chr5,132148865
cg18849169,chr5,150399781
cg18902090,chr5,140306249
cg18915143,chr5,149323959
cg18986273,chr5,137673771
cg18994063,chr5,156389699
cg18995088,chr5,134914734
cg19008097,chr5,140012986
cg19051578,chr5,59996328
cg19096540,chr5,133748191
cg19108718,chr5,94982330
cg19108785,chr5,612011
cg19110523,chr5,148206224
cg19135706,chr5,57878390
cg19135982,chr5,36151277
cg19184518,chr5,79783902
cg19215261,chr5,140684150
cg19233472,chr5,169532752
cg19298821,chr5,125967357
cg19311812,chr5,140700259
cg19369775,chr5,89770455
cg19382175,chr5,149324712
cg19404190,chr5,147692173
cg19412675,chr5,122181750
cg19421752,chr5,1225224
cg19435264,chr5,149569537
cg19475870,chr5,27038605
cg19530885,chr5,147258132
cg19545851,chr5,162887280
cg19560287,chr5,154318093
cg19569684,chr5,138726419
cg19721889,chr5,153857789
cg19723775,chr5,179050963
cg19728382,chr5,172757276
cg19742789,chr5,159739256
cg19796273,chr5,16936868
cg19863003,chr5,112257612
cg19905251,chr5,168728495
cg19928046,chr5,149792249
cg19954000,chr5,142065671
cg19986872,chr5,131347773
cg20021244,chr5,139944115
cg20030243,chr5,76011643
cg20103758,chr5,128300696
cg20126158,chr5,10353332
cg20131596,chr5,102201128
cg20149766,chr5,6714666
cg20189782,chr5,156772757
cg20203395,chr5,56204925
cg20273774,chr5,180671298
cg20277670,chr5,175110375
cg20287640,chr5,131825644
cg20300655,chr5,134303572
cg20311501,chr5,112073502
cg20387341,chr5,44389282
cg20406374,chr5,179248352
cg20451680,chr5,54281336
cg20470275,chr5,122180934
cg20492933,chr5,154320616
cg20512303,chr5,131592959
cg20541456,chr5,156696520
cg20546002,chr5,178017376
cg20584011,chr5,851422
cg20588892,chr5,87565114
cg20757912,chr5,81047188
cg20775840,chr5,151150431
cg20798152,chr5,71014900
cg20813773,chr5,93953866
cg20868410,chr5,139726466
cg20948472,chr5,140079847
cg20951821,chr5,73937141
cg20979602,chr5,78908130
cg21034676,chr5,135364552
cg21046940,chr5,10760858
cg21091679,chr5,95298142
cg21153758,chr5,52083992
cg21169285,chr5,179707665
cg21233722,chr5,169064660
cg21410991,chr5,50678451
cg21424904,chr5,176853466
cg21504918,chr5,150400001
cg21516478,chr5,150400328
cg21540749,chr5,52405349
cg21575929,chr5,159344281
cg21596317,chr5,102201545
cg21605986,chr5,175788725
cg21623671,chr5,150536851
cg21678388,chr5,178286735
cg21751787,chr5,176778504
cg21783004,chr5,135290288
cg21803417,chr5,7868887
cg21835622,chr5,146833431
cg21842274,chr5,76248637
cg21850069,chr5,180649807
cg21898046,chr5,180231026
cg21929993,chr5,179498114
cg21935083,chr5,131892314
cg21937886,chr5,179779954
cg21942082,chr5,80690225
cg21950518,chr5,55290746
cg21985356,chr5,76383200
cg21993406,chr5,68484783
cg22009138,chr5,65222522
cg22077101,chr5,154320902
cg22197830,chr5,134209784
cg22215520,chr5,43557435
cg22230395,chr5,153418202
cg22281080,chr5,148738020
cg22282672,chr5,121465223
cg22311533,chr5,132200008
cg22359217,chr5,41925772
cg22409383,chr5,138609379
cg22411068,chr5,10442103
cg22445920,chr5,150683178
cg22598563,chr5,131563921
cg22603964,chr5,109024897
cg22605063,chr5,176899801
cg22672790,chr5,161112787
cg22705225,chr5,31640216
cg22748850,chr5,137667638
cg22764338,chr5,141257604
cg22775896,chr5,150632248
cg22776578,chr5,175223497
cg22778145,chr5,178054469
cg22836153,chr5,121412702
cg22938407,chr5,612277
cg22956315,chr5,159435973
cg22975568,chr5,149793436
cg22979433,chr5,80528609
cg23029193,chr5,38258216
cg23037403,chr5,178368183
cg23043119,chr5,110848575
cg23054676,chr5,7869265
cg23061578,chr5,524941
cg23112213,chr5,137549144
cg23128146,chr5,150138761
cg23164327,chr5,40755670
cg23187653,chr5,95769008
cg23248452,chr5,9631117
cg23248587,chr5,82372867
cg23261102,chr5,138775214
cg23300372,chr5,71015432
cg23303408,chr5,145718597
cg23455614,chr5,44808879
cg23496260,chr5,17218089
cg23502772,chr5,43191975
cg23513690,chr5,145316101
cg23596123,chr5,140530222
cg23613317,chr5,154092109
cg23615676,chr5,113697632
cg23639989,chr5,14581642
cg23863670,chr5,43411929
cg23941599,chr5,114880796
cg23973000,chr5,112770527
cg24003542,chr5,112630684
cg24016044,chr5,173315549
cg24024214,chr5,180326142
cg24043192,chr5,43515527
cg24076884,chr5,140346921
cg24115593,chr5,169010705
cg24117468,chr5,131562848
cg24136586,chr5,81268366
cg24145210,chr5,170814287
cg24150528,chr5,43125550
cg24202119,chr5,35938692
cg24206256,chr5,162930188
cg24231716,chr5,76934501
cg24237439,chr5,36302094
cg24274600,chr5,95066816
cg24363955,chr5,32788467
cg24382521,chr5,40908228
cg24385322,chr5,141017773
cg24495017,chr5,134370530
cg24504986,chr5,176449842
cg24523000,chr5,161273839
cg24573501,chr5,76114373
cg24585690,chr5,135231514
cg24592364,chr5,14871736
cg24602243,chr5,14144425
cg24675098,chr5,35617879
cg24683061,chr5,138677846
cg24735937,chr5,175843923
cg24809768,chr5,167914047
cg24893837,chr5,78282099
cg24974130,chr5,131893006
cg25040733,chr5,141704734
cg25044651,chr5,115298720
cg25054311,chr5,149340861
cg25084878,chr5,127873711
cg25112044,chr5,68530979
cg25132078,chr5,139682347
cg25136045,chr5,64064759
cg25141490,chr5,148759090
cg25141995,chr5,133341459
cg25243721,chr5,82373346
cg25267732,chr5,114632630
cg25302419,chr5,11904015
cg25358289,chr5,140012728
cg25374813,chr5,138719374
cg25418748,chr5,178977236
cg25428293,chr5,149380217
cg25438054,chr5,65017496
cg25484373,chr5,10250304
cg25507001,chr5,137475288
cg25553916,chr5,177558755
cg25632001,chr5,1799723
cg25677709,chr5,149900459
cg25735280,chr5,31638951
cg25821963,chr5,148521171
cg25836159,chr5,76326301
cg25842356,chr5,126367370
cg25847835,chr5,147763803
cg25852941,chr5,34929231
cg26069252,chr5,137800343
cg26074851,chr5,133512410
cg26081812,chr5,131880480
cg26088104,chr5,43515152
cg26095194,chr5,172197489
cg26205131,chr5,1444878
cg26229274,chr5,131629510
cg26233209,chr5,115178764
cg26317056,chr5,43602919
cg26356176,chr5,53813380
cg26392924,chr5,138718812
cg26413355,chr5,79783674
cg26436158,chr5,443625
cg26465611,chr5,126626719
cg26470338,chr5,78283014
cg26475085,chr5,38845600
cg26504021,chr5,2752882
cg26511075,chr5,36301436
cg26556719,chr5,140261810
cg26565838,chr5,153570764
cg26620356,chr5,175789238
cg26721993,chr5,1344908
cg26775866,chr5,159849193
cg26783353,chr5,140684147
cg26787239,chr5,132008525
cg26790059,chr5,156772562
cg26829318,chr5,95158068
cg26851800,chr5,147548826
cg26896762,chr5,50679361
cg26937148,chr5,92919647
cg27035806,chr5,175817338
cg27061947,chr5,74807308
cg27092035,chr5,175792880
cg27119451,chr5,137514611
cg27124774,chr5,140571888
cg27152280,chr5,139423077
cg27164762,chr5,175815688
cg27185377,chr5,159848780
cg27223047,chr5,127874825
cg27244482,chr5,149669488
cg27264345,chr5,137775041
cg27294629,chr5,176513704
cg27372468,chr5,131630212
cg27403635,chr5,113698291
cg27465566,chr5,14142574
cg27488807,chr5,147691898
cg27543230,chr5,133562604
cg27606341,chr5,39219632
cg27610250,chr5,110074219
cg27654142,chr5,178322924
cg00012792,chr6,8064493
cg00020533,chr6,35480916
cg00024396,chr6,53214008
cg00044245,chr6,94128889
cg00162401,chr6,52859823
cg00180012,chr6,108615929
cg00194146,chr6,13488404
cg00214855,chr6,13813947
cg00226923,chr6,36972027
cg00229387,chr6,43445942
cg00230368,chr6,160389833
cg00231644,chr6,3158512
cg00333528,chr6,89927485
cg00350478,chr6,168480013
cg00380464,chr6,144164650
cg00387170,chr6,41514002
cg00426056,chr6,33385896
cg00430287,chr6,116382876
cg00436301,chr6,116421736
cg00463577,chr6,74161911
cg00468146,chr6,19838211
cg00474209,chr6,170600060
cg00510787,chr6,151772946
cg00575744,chr6,32908642
cg00585846,chr6,31515458
cg00635481,chr6,35226917
cg00648153,chr6,74364149
cg00651216,chr6,44213720
cg00655307,chr6,152128743
cg00657095,chr6,35310123
cg00679556,chr6,30080782
cg00728602,chr6,31744927
cg00743372,chr6,28109648
cg00772000,chr6,18123049
cg00775197,chr6,44265054
cg00852964,chr6,133035150
cg00862770,chr6,35655764
cg00897329,chr6,108616288
cg00922727,chr6,109415123
cg00929855,chr6,31783364
cg01078434,chr6,29455532
cg01087382,chr6,91297190
cg01108476,chr6,35109383
cg01125463,chr6,42946178
cg01135200,chr6,147524578
cg01173186,chr6,24126221
cg01177524,chr6,11232933
cg01269048,chr6,138527542
cg01269795,chr6,26440101
cg01306510,chr6,36646540
cg01307730,chr6,25726597
cg01313949,chr6,159278105
cg01320361,chr6,108279781
cg01344171,chr6,43612647
cg01362183,chr6,149639693
cg01371258,chr6,27440806
cg01401376,chr6,133563342
cg01431114,chr6,166076971
cg01500097,chr6,110011156
cg01500567,chr6,44355777
cg01536980,chr6,74231252
cg01555431,chr6,151562026
cg01564343,chr6,41121920
cg01570885,chr6,3849272
cg01635061,chr6,33160234
cg01669948,chr6,39290877
cg01693108,chr6,35888298
cg01708236,chr6,44233446
cg01716083,chr6,30029143
cg01747191,chr6,109449950
cg01769037,chr6,15246613
cg01802635,chr6,8064800
cg01805282,chr6,133563764
cg01808130,chr6,8435206
cg01837719,chr6,96463185
cg01840268,chr6,26402776
cg01852131,chr6,30585154
cg01868782,chr6,126071099
cg01883966,chr6,31938886
cg01889448,chr6,32635871
cg01907837,chr6,37321337
cg01909833,chr6,32937267
cg01936555,chr6,25931205
cg01944444,chr6,30688681
cg01946401,chr6,45296101
cg01980222,chr6,41130917
cg01985396,chr6,39760833
cg01993576,chr6,44187674
cg02043083,chr6,150070997
cg02060698,chr6,108881455
cg02075593,chr6,52773711
cg02091100,chr6,42123029
cg02110963,chr6,10434975
cg02117021,chr6,29425960
cg02123547,chr6,37137464
cg02184413,chr6,133035235
cg02187357,chr6,37224216
cg02192855,chr6,26273199
cg02212836,chr6,6589075
cg02217159,chr6,62996697
cg02275989,chr6,123110863
cg02412050,chr6,35995429
cg02486845,chr6,88411799
cg02567144,chr6,52285149
cg02582754,chr6,160327345
cg02599464,chr6,27107097
cg02611419,chr6,39282532
cg02622316,chr6,28367410
cg02664205,chr6,136171652
cg02704907,chr6,27116113
cg02720618,chr6,152129791
cg02762689,chr6,42163422
cg02790471,chr6,108093511
cg02844545,chr6,10882043
cg02854090,chr6,25726895
cg02862362,chr6,131895102
cg02885771,chr6,144163654
cg02888247,chr6,24719235
cg02909790,chr6,26271587
cg02914379,chr6,41605784
cg02924961,chr6,26125480
cg02937102,chr6,108093229
cg02937479,chr6,32098034
cg02944057,chr6,34359501
cg02964385,chr6,36515676
cg02966329,chr6,80714474
cg02990567,chr6,33266961
cg03003256,chr6,116849557
cg03007571,chr6,26157673
cg03020951,chr6,34203887
cg03029060,chr6,27441036
cg03030757,chr6,35420754
cg03059528,chr6,127587721
cg03080985,chr6,80340683
cg03099771,chr6,27215365
cg03108701,chr6,97731400
cg03160135,chr6,117586918
cg03202897,chr6,3849688
cg03221914,chr6,27783331
cg03247626,chr6,126277793
cg03270204,chr6,30851638
cg03277112,chr6,131949711
cg03340261,chr6,135375900
cg03340878,chr6,27925166
cg03349251,chr6,10832472
cg03365432,chr6,167412981
cg03383661,chr6,42714115
cg03422350,chr6,39895671
cg03440267,chr6,6321061
cg03442064,chr6,41515050
cg03446863,chr6,41702426
cg03462055,chr6,3227556
cg03479797,chr6,32096154
cg03608577,chr6,29342679
cg03664139,chr6,101329504
cg03714916,chr6,36645886
cg03790207,chr6,42947109
cg03807235,chr6,137144199
cg03821311,chr6,27836018
cg03833068,chr6,27804958
cg03835296,chr6,25830922
cg03849074,chr6,28317796
cg03889226,chr6,137815333
cg03939485,chr6,33266076
cg03944089,chr6,134497379
cg03958979,chr6,108486387
cg03959219,chr6,116575135
cg03985136,chr6,150262734
cg04026012,chr6,86354018
cg04063348,chr6,52109347
cg04086834,chr6,71377064
cg04099420,chr6,3076354
cg04113075,chr6,146865487
cg04128563,chr6,111195434
cg04136480,chr6,31510196
cg04145477,chr6,107077629
cg04183425,chr6,119221279
cg04185037,chr6,159239164
cg04201526,chr6,49833706
cg04273431,chr6,30523215
cg04278702,chr6,87647399
cg04286043,chr6,36410500
cg04289385,chr6,36355825
cg04304130,chr6,11111894
cg04315264,chr6,35436252
cg04340502,chr6,52775209
cg04424621,chr6,27101941
cg04425624,chr6,31543565
cg04452713,chr6,56707687
cg04454050,chr6,41122081
cg04461802,chr6,142623433
cg04464559,chr6,107780641
cg04481779,chr6,137366125
cg04498679,chr6,31895598
cg04504095,chr6,1610688
cg04506628,chr6,34725359
cg04513728,chr6,30584980
cg04515001,chr6,24358236
cg04520084,chr6,100016357
cg04542938,chr6,16762468
cg04555836,chr6,76458633
cg04576021,chr6,32784255
cg04595372,chr6,49681233
cg04603184,chr6,13924929
cg04650786,chr6,108395545
cg04676561,chr6,27835191
cg04710641,chr6,31928257
cg04762213,chr6,31587888
cg04775502,chr6,13486339
cg04794901,chr6,160209903
cg04824716,chr6,31125475
cg04887278,chr6,83903927
cg04946916,chr6,656890
cg05010967,chr6,44310640
cg05069385,chr6,32098247
cg05089968,chr6,166722773
cg05103623,chr6,159466458
cg05107152,chr6,43026774
cg05112986,chr6,45346247
cg05157725,chr6,56112484
cg05159188,chr6,26240579
cg05191792,chr6,2765113
cg05200311,chr6,18264737
cg05213296,chr6,111302729
cg05216141,chr6,36354960
cg05261824,chr6,28046730
cg05263682,chr6,89673273
cg05293407,chr6,28891967
cg05345286,chr6,41606641
cg05395196,chr6,122720661
cg05399360,chr6,31466003
cg05402265,chr6,52926119
cg05414338,chr6,26250347
