CpGmarker,chr:coord_hg19,Gene_body,CGI,Shore,Shelf,ChrHMM_state
cg15043057,chr1:41444788,False,False,True,False,3
cg15050111,chr1:24645850,True,False,False,True,23
cg15056107,chr1:229644037,True,True,False,False,1
cg15076218,chr1:46599002,True,True,False,False,2
cg15128849,chr1:70820718,True,True,False,False,3
cg15146752,chr1:16482767,False,True,False,False,2
cg15147516,chr1:226411868,True,True,False,False,23
cg15156836,chr1:26126415,False,False,False,False,2
cg15160742,chr1:244817222,True,False,True,False,3
cg15166089,chr1:27710030,False,False,True,False,22
cg15173196,chr1:202311278,False,True,False,False,1
cg15185794,chr1:17446087,False,True,False,False,23
cg15187606,chr1:47656853,False,False,False,False,15
cg15188491,chr1:146644106,True,True,False,False,1
cg15201877,chr1:71512973,True,True,False,False,2
cg15210596,chr1:246887325,False,True,False,False,2
cg15226751,chr1:10001911,True,False,True,False,8
cg15235185,chr1:193028809,True,True,False,False,3
cg15250507,chr1:200860365,True,True,False,False,2
cg15262928,chr1:201924572,False,True,False,False,3
cg15272684,chr1:36024473,True,False,True,False,4
cg15280964,chr1:235324133,True,False,True,False,3
cg15304928,chr1:201123562,True,True,False,False,1
cg15305343,chr1:46806357,True,True,False,False,3
cg15315630,chr1:35497506,True,True,False,False,1
cg15319451,chr1:15480748,True,True,False,False,2
cg15329642,chr1:45308298,True,False,True,False,23
cg15341760,chr1:6297890,False,False,True,False,25
cg15361231,chr1:193075191,True,False,True,False,2
cg15364303,chr1:64239391,False,False,True,False,23
cg15364537,chr1:205538310,True,True,False,False,24
cg15368822,chr1:226070397,False,True,False,False,3
cg15371509,chr1:153700650,True,False,True,False,3
cg15379237,chr1:44445539,True,True,False,False,3
cg15384717,chr1:150294084,True,True,False,False,3
cg15415507,chr1:16482553,True,True,False,False,3
cg15422784,chr1:90023713,True,False,False,False,18
cg15445332,chr1:47069792,True,True,False,False,3
cg15452426,chr1:10532230,True,True,False,True,3
cg15459773,chr1:231472445,True,False,True,False,9
cg15462232,chr1:63788184,False,True,False,False,2
cg15470750,chr1:155278344,False,False,True,False,2
cg15485859,chr1:207206447,False,False,False,False,13
cg15500658,chr1:16174610,True,True,True,False,3
cg15503799,chr1:156737481,True,True,False,False,3
cg15514848,chr1:171217555,False,False,False,False,25
cg15538837,chr1:226250361,True,True,False,False,1
cg15547662,chr1:26324823,False,True,False,False,2
cg15554401,chr1:35226891,True,False,True,False,25
cg15589354,chr1:229760606,True,False,True,False,3
cg15590780,chr1:216596639,True,False,False,False,25
cg15611923,chr1:145507416,True,False,True,False,1
cg15612546,chr1:213224612,True,True,False,False,1
cg15616400,chr1:16062894,False,False,False,False,18
cg15654964,chr1:32860685,False,False,True,False,2
cg15662251,chr1:26197855,False,False,False,True,13
cg15676084,chr1:225841605,False,True,False,False,2
cg15683488,chr1:52607471,False,True,False,False,2
cg15691841,chr1:151255071,True,True,False,False,3
cg15700197,chr1:159409207,True,False,False,False,25
cg15731815,chr1:6269260,True,True,False,True,2
cg15740508,chr1:115238559,False,False,False,False,25
cg15746187,chr1:11713123,True,False,True,False,25
cg15750705,chr1:35226707,True,False,True,False,25
cg15753381,chr1:109618580,True,True,False,False,3
cg15756091,chr1:182419655,True,False,False,False,25
cg15770654,chr1:12078821,False,False,True,False,22
cg15775914,chr1:241799084,True,False,False,True,6
cg15778350,chr1:163291775,True,True,False,False,1
cg15781625,chr1:165796654,True,True,False,False,1
cg15789095,chr1:32281466,True,False,False,False,2
cg15804118,chr1:155112702,True,False,True,False,3
cg15827295,chr1:151138583,True,False,False,False,1
cg15863254,chr1:226374036,True,True,False,False,3
cg15883716,chr1:173638701,True,True,False,False,23
cg15945769,chr1:210502792,True,True,False,False,1
cg15949277,chr1:37939724,False,True,False,False,3
cg15952487,chr1:158300733,True,False,False,False,18
cg15952725,chr1:15783190,False,False,False,False,18
cg15965055,chr1:166945157,True,True,False,False,2
cg15965913,chr1:244816200,False,True,False,False,1
cg15983538,chr1:156123411,True,False,False,False,25
cg15990015,chr1:44679006,False,True,False,False,1
cg15991288,chr1:109584447,True,True,False,False,3
cg15997411,chr1:65352384,True,False,False,False,5
cg16013246,chr1:28832468,True,False,False,False,3
cg16019273,chr1:36273185,False,False,True,False,2
cg16028753,chr1:53527435,False,False,True,False,23
cg16028934,chr1:224034222,False,True,False,False,3
cg16051685,chr1:26394083,True,False,False,False,14
cg16062480,chr1:220219722,True,True,False,False,3
cg16068833,chr1:26644515,True,False,False,False,3
cg16072030,chr1:204381148,False,True,False,False,1
cg16080552,chr1:59043199,True,True,False,False,23
cg16084788,chr1:9086146,True,False,False,False,25
cg16087263,chr1:20465218,False,False,False,False,25
cg16116363,chr1:87170624,True,True,False,False,3
cg16121444,chr1:169337314,True,False,False,False,1
cg16148270,chr1:68516465,True,True,True,False,23
cg16155382,chr1:24646191,True,False,False,True,23
cg16168311,chr1:156561947,True,False,True,False,3
cg16175792,chr1:120050104,True,False,False,False,25
cg16182127,chr1:100598516,False,True,False,False,3
cg16228804,chr1:89150099,True,True,False,False,1
cg16235860,chr1:62902122,True,True,False,False,1
cg16240480,chr1:236557473,True,False,True,False,2
cg16257086,chr1:207925400,False,True,False,False,1
cg16280922,chr1:185125973,True,True,False,False,3
cg16299341,chr1:52082824,True,False,False,False,3
cg16307860,chr1:222886951,True,False,True,False,3
cg16340268,chr1:226925172,True,True,False,False,22
cg16341373,chr1:38157962,False,True,True,False,1
cg16343696,chr1:32574126,True,True,False,False,3
cg16345880,chr1:109756737,True,True,False,False,3
cg16352283,chr1:27338978,True,True,False,False,2
cg16379513,chr1:32827150,True,True,False,False,24
cg16381752,chr1:179847085,False,True,False,False,3
cg16394138,chr1:180601363,True,True,False,False,1
cg16404689,chr1:169764273,True,True,False,False,3
cg16414945,chr1:161719333,False,False,True,False,2
cg16417937,chr1:27248012,True,False,True,False,1
cg16443152,chr1:200708104,False,True,False,False,1
cg16478792,chr1:182458262,True,False,False,False,25
cg16479674,chr1:249131947,False,False,True,False,2
cg16486059,chr1:26186256,False,True,False,False,3
cg16501235,chr1:150245988,True,False,False,False,25
cg16505550,chr1:57045708,True,False,True,False,22
cg16505687,chr1:236305169,False,False,True,False,2
cg16516400,chr1:231177201,False,False,True,False,23
cg16517394,chr1:173176362,True,False,False,False,14
cg16525692,chr1:146715099,True,True,False,False,3
cg16529592,chr1:25292215,False,False,False,False,15
cg16530429,chr1:26737470,True,True,False,False,23
cg16540768,chr1:95582647,False,False,True,False,2
cg16557944,chr1:53068197,True,True,False,False,1
cg16570917,chr1:43996062,True,False,True,False,2
cg16598810,chr1:68962176,True,False,True,False,3
cg16604136,chr1:163291493,True,True,False,False,1
cg16604218,chr1:45452605,False,False,True,False,2
cg16607065,chr1:3607222,True,True,False,False,25
cg16608348,chr1:214724481,True,True,True,False,3
cg16608652,chr1:193155390,True,False,False,False,4
cg16613192,chr1:45477977,True,False,True,False,2
cg16616325,chr1:231664276,False,True,False,False,1
cg16639185,chr1:206786178,False,False,True,False,2
cg16648841,chr1:57320685,True,False,False,False,25
cg16658719,chr1:218518963,False,False,True,False,2
cg16666456,chr1:70671441,True,True,False,False,3
cg16685388,chr1:42384056,True,False,True,False,2
cg16689634,chr1:47489539,True,True,False,False,23
cg16705481,chr1:36615026,True,True,False,False,1
cg16713727,chr1:16062720,False,False,False,False,18
cg16713808,chr1:152388040,False,False,False,False,25
cg16725097,chr1:43637592,True,True,False,False,3
cg16725865,chr1:92546135,True,True,False,False,1
cg16728114,chr1:156697793,True,False,True,False,3
cg16741710,chr1:3569386,True,True,False,False,23
cg16743289,chr1:174968144,False,False,True,False,3
cg16752778,chr1:77685229,False,True,False,False,1
cg16762386,chr1:27240514,True,False,False,False,13
cg16769442,chr1:113934059,True,True,False,False,3
cg16773028,chr1:111148339,True,False,True,False,24
cg16796590,chr1:40420668,False,True,False,False,22
cg16797831,chr1:109657035,True,False,True,False,23
cg16817034,chr1:28995195,False,False,False,False,3
cg16825000,chr1:20249430,True,False,False,False,25
cg16833230,chr1:94344337,True,False,True,False,3
cg16834431,chr1:28562368,False,False,True,False,2
cg16853982,chr1:236849389,False,False,True,False,23
cg16855929,chr1:231561414,False,False,False,True,25
cg16858125,chr1:43834757,False,False,True,False,4
cg16864895,chr1:212208516,True,False,True,False,1
cg16891895,chr1:182573455,True,True,False,False,2
cg16893614,chr1:110614450,True,False,True,False,24
cg16907488,chr1:46090169,False,False,True,False,7
cg16918585,chr1:39492570,True,False,False,False,3
cg16959606,chr1:169074934,False,True,False,False,2
cg16962970,chr1:178062686,False,False,True,False,1
cg17002259,chr1:151032260,True,True,False,False,3
cg17004373,chr1:38061737,False,True,False,False,1
cg17031727,chr1:230777875,False,False,True,False,2
cg17034109,chr1:110036417,False,False,True,False,2
cg17038116,chr1:155533405,False,False,True,False,3
cg17051623,chr1:23810250,True,True,False,False,2
cg17063018,chr1:224302019,True,True,False,False,3
cg17067005,chr1:206945346,True,False,False,False,17
cg17078393,chr1:32717002,True,False,False,True,13
cg17095731,chr1:53794313,False,False,True,False,2
cg17095936,chr1:168250628,True,False,False,False,22
cg17096191,chr1:162039224,False,False,True,False,2
cg17124700,chr1:182642748,True,False,False,False,25
cg17130791,chr1:40562564,True,False,True,False,3
cg17145806,chr1:6295537,True,True,False,False,3
cg17154022,chr1:26798964,True,True,False,False,1
cg17155167,chr1:155881046,True,False,False,False,1
cg17166812,chr1:161169574,True,False,False,True,13
cg17189494,chr1:11740665,True,False,True,False,3
cg17236617,chr1:6454202,True,False,True,False,2
cg17237813,chr1:84465688,False,False,True,False,24
cg17241013,chr1:211849158,False,True,False,False,1
cg17241310,chr1:91182856,False,True,True,False,24
cg17250929,chr1:153513810,True,False,False,False,15
cg17253459,chr1:114522670,True,False,False,False,22
cg17281600,chr1:157568591,False,False,False,False,25
cg17319849,chr1:155214564,False,False,False,False,1
cg17330200,chr1:43282561,True,False,True,False,3
cg17339202,chr1:33160900,True,False,False,False,2
cg17350448,chr1:11796297,True,False,True,False,2
cg17385448,chr1:15911702,True,False,True,False,2
cg17385674,chr1:27021704,True,False,True,False,3
cg17393296,chr1:59762829,True,False,True,False,2
cg17398283,chr1:100597416,True,False,True,False,4
cg17417054,chr1:36235406,True,True,False,False,1
cg17417191,chr1:218458683,True,True,False,False,3
cg17425224,chr1:8021250,True,False,True,False,3
cg17455591,chr1:87379840,True,False,True,False,3
cg17460386,chr1:207095668,True,False,False,False,13
cg17461214,chr1:241799063,True,False,False,True,6
cg17496788,chr1:162601807,True,False,False,False,1
cg17502536,chr1:17531015,False,False,False,False,25
cg17520176,chr1:35734836,True,True,False,False,3
cg17525406,chr1:4715520,True,True,False,False,24
cg17533684,chr1:46597933,True,False,True,False,3
cg17539235,chr1:204166900,False,False,False,False,25
cg17542385,chr1:152681979,False,False,False,False,25
cg17558126,chr1:206680250,False,True,False,False,23
cg17572572,chr1:27216739,True,True,False,False,3
cg17572791,chr1:154245185,True,True,False,False,1
cg17582777,chr1:155050100,True,False,True,False,14
cg17593391,chr1:39325911,False,False,True,False,3
cg17608500,chr1:154955711,False,False,False,False,1
cg17653969,chr1:229439834,True,False,False,False,7
cg17657618,chr1:15427654,True,False,False,False,24
cg17661881,chr1:226595978,False,False,True,False,1
cg17696091,chr1:115396629,False,False,True,False,24
cg17703324,chr1:203462465,False,False,False,False,25
cg17718515,chr1:201798817,True,False,True,False,3
cg17720233,chr1:151128310,False,False,False,False,17
cg17727529,chr1:156399685,True,False,False,False,23
cg17729941,chr1:153607617,True,False,True,False,4
cg17733100,chr1:200860363,True,True,False,False,2
cg17736259,chr1:53925145,True,False,True,False,25
cg17780098,chr1:201476311,True,True,False,False,2
cg17791651,chr1:38513489,False,True,False,False,23
cg17801256,chr1:35734334,False,True,False,False,1
cg17803430,chr1:207278324,True,False,False,False,25
cg17803965,chr1:32281812,False,False,False,False,25
cg17819635,chr1:67217673,False,False,True,False,23
cg17860158,chr1:205012569,True,False,False,False,24
cg17870792,chr1:82266841,True,True,False,False,1
cg17891149,chr1:154948248,True,False,True,False,3
cg17897879,chr1:12123437,True,False,True,False,3
cg17918089,chr1:150899251,True,False,True,False,3
cg17918239,chr1:200379718,False,False,True,False,2
cg17921310,chr1:156024283,False,True,False,False,2
cg17938146,chr1:145523592,True,False,False,False,7
cg17940013,chr1:9188688,True,True,False,False,3
cg17942553,chr1:150850380,False,False,True,False,25
cg17945001,chr1:18434118,False,True,True,False,24
cg17948627,chr1:36107295,True,False,True,False,3
cg17969298,chr1:213189164,True,True,False,False,1
cg17979628,chr1:212606106,False,True,False,False,2
cg17980508,chr1:79085713,True,False,False,False,2
cg17983307,chr1:201181402,True,False,False,False,25
cg17990871,chr1:1677678,False,True,False,False,1
cg17992056,chr1:6296335,False,False,True,False,2
cg17993772,chr1:160313241,True,True,False,False,3
cg18014844,chr1:55230402,False,False,True,False,1
cg18023080,chr1:11107384,False,False,False,False,25
cg18031008,chr1:150266311,True,False,True,False,3
cg18036707,chr1:235530995,True,False,False,False,3
cg18058949,chr1:229644400,False,False,True,False,1
cg18060199,chr1:94146495,True,True,False,False,3
cg18063149,chr1:171060071,True,False,False,False,25
cg18081104,chr1:151826123,True,False,False,False,25
cg18084114,chr1:31197218,False,False,False,True,25
cg18084791,chr1:159797320,True,False,False,False,17
cg18087477,chr1:115397597,True,True,False,False,23
cg18105315,chr1:38260283,True,True,False,False,23
cg18107827,chr1:26488988,True,False,True,False,2
cg18117393,chr1:182761262,True,False,False,True,14
cg18119609,chr1:204485302,False,False,True,False,2
cg18149207,chr1:151805634,False,False,False,False,17
cg18177682,chr1:160175593,True,True,False,False,3
cg18182038,chr1:32859921,True,True,False,False,3
cg18184219,chr1:243388524,True,False,False,False,5
cg18202456,chr1:44584930,True,False,False,False,25
cg18212039,chr1:26346812,True,False,False,False,17
cg18220284,chr1:229762532,True,False,True,False,3
cg18224761,chr1:19576921,True,False,True,False,4
cg18231267,chr1:25229099,True,True,False,False,7
cg18242139,chr1:50574837,True,False,False,False,24
cg18263686,chr1:217804728,True,False,True,False,2
cg18273566,chr1:23695031,True,True,False,False,1
cg18275051,chr1:202937114,False,False,True,False,2
cg18299211,chr1:77685015,True,True,False,False,1
cg18325289,chr1:22109947,True,True,False,False,3
cg18330203,chr1:201346647,True,False,False,False,25
cg18333690,chr1:17634716,True,False,False,False,16
cg18354264,chr1:226411008,False,True,False,False,23
cg18354594,chr1:247276647,False,False,True,False,24
cg18384097,chr1:202129566,True,False,False,False,3
cg18388972,chr1:156308174,True,True,False,False,3
cg18389062,chr1:117909089,False,False,True,False,3
cg18433086,chr1:179199613,False,False,True,False,2
cg18434152,chr1:110993524,False,False,False,False,24
cg18464559,chr1:63989278,True,False,False,False,1
cg18468844,chr1:28503720,True,False,False,False,16
cg18486150,chr1:21044874,False,False,True,False,23
cg18504532,chr1:174129335,True,False,True,False,3
cg18515587,chr1:151344806,True,False,False,False,2
cg18528640,chr1:155579964,False,True,False,False,1
